group,collection_name,collection_no,cc,state,early_interval,min_ma,max_ma,paleolng,paleolat,n_occs
amniote,Trematops locality (Belle Plains Fm.),80741,US,Texas,Artinskian,279.3,290.1,-30.27,-1.09,1
amniote,Arroyo del Agua type locality of Edaphosaurus novomexicanus,80770,US,New Mexico,Wolfcamp,268,296.4,-34.08,4.48,1
amniote,Nowa Ruda,80773,PL,Lower Silesia,Kuzel,298.9,301.2,24.77,7.37,1
amniote,"Pitcairn, PA",80775,US,Pennsylvania,Missourian,303.4,305.9,-15.75,-5.63,1
amniote,Les Telots,80777,FR,Bourgogne,Artinskian,279.3,290.1,18.55,2.72,1
amniote,Kenilworth,80783,UK,England,Asselian,295.5,298.9,13.51,6.65,2
amniote,Garnett Quarry,80784,US,Kansas,Missourian,303.4,305.9,-27.44,-2.3,10
amniote,Baldwin bonebed,80833,US,New Mexico,Wolfcamp,268,296.4,-34.08,4.56,3
amniote,Clark Hill,80877,US,Ohio,Sakmarian,290.1,295.5,-14.82,-2.52,1
amniote,Locality KW (Upper San Angelo Fm.),80917,US,Texas,Kungurian,268.8,279.3,-28.82,3.27,1
amniote,Falmouth Locality,81114,US,Illinois,Stephanian,298.9,306.95,-21.61,-3.29,1
amniote,Union Chapel Mine,81525,US,Alabama,Westphalian,306.95,318.1,-29.2,-15.44,1
amniote,Zott Pasture (Putnam Fm.),84715,US,Texas,Wolfcamp,268,296.4,-29.9,-1.34,1
amniote,Rattlesnake Canyon (Admiral Fm.),84716,US,Texas,Artinskian,279.3,290.1,-30.23,-1.14,5
amniote,"Berezovye Polyanki, PIN 4310",84717,RU,Tatarstan,Ufimian,268,279.5,44.62,26.57,2
amniote,Us'va,84718,RU,Perm,Ufimian,272.5,279.5,43.81,30.12,1
amniote,"Inta city, PIN 570, PIN 3950",84719,RU,Komi,Ufimian,272.5,279.5,38.06,35.78,2
amniote,UCMP V-2814,77412,US,New Mexico,Virgilian,268,303.4,-34.09,4.48,7
amniote,"Perry site 6, beds 18+19",84941,US,Oklahoma,Leonard,268,290.1,-27.41,1.27,3
amniote,Woodrum's (Belle Plains Fm.),85112,US,Texas,Artinskian,279.3,290.1,-30.3,-1.19,1
amniote,Weiss Locality (Waggoner Ranch Fm.),79813,US,Texas,Leonard,268,290.1,-29.69,-0.09,1
amniote,South Carnegie Site,80691,US,Oklahoma,Leonard,268,290.1,-28.96,0.59,5
amniote,Fish Creek,85125,US,Texas,Kungurian,272.3,279.3,-29.04,1.83,1
amniote,Locality KN  (San Angelo Fm.),80729,US,Texas,Kungurian,268.8,279.3,-28.9,3.19,4
amniote,Locality KP (San Angelo Fm.),80692,US,Texas,Kungurian,268.8,279.3,-28.91,3.21,2
amniote,Locality KY (San Angelo Fm.),85170,US,Texas,Kungurian,268.8,279.3,-28.81,3.28,3
amniote,Bromacker Quarry (upper level of Tambach sandstone),80112,DE,Thuringia,Artinskian,279.3,290.1,21.71,7.41,7
amniote,Locality KAB (Upper San Angelo Fm.),85171,US,Texas,Kungurian,268.8,279.3,-28.81,3.28,4
amniote,Blacksville,85178,US,West Virginia,Asselian,295.5,298.9,-14.53,-3.08,1
amniote,Locality KAD (Upper San Angelo Fm.),85280,US,Texas,Kungurian,268.8,279.3,-28.82,3.3,1
amniote,Locality KAE (Upper San Angelo Fm.),85281,US,Texas,Kungurian,268.8,279.3,-28.83,3.29,1
amniote,Lueders Fm. Locality 1,85299,US,Texas,Artinskian,272.3,290.1,-30.3,-0.91,3
amniote,Lueders Fm. Locality 2,85300,US,Texas,Artinskian,272.3,290.1,-30.32,-0.89,3
amniote,Lueders Fm. Locality 3,85301,US,Texas,Artinskian,272.3,290.1,-30.3,-0.87,2
amniote,Miller Bonebed,85337,US,New Mexico,Wolfcamp,268,296.4,-34.08,4.56,2
amniote,Poleo Creek,85339,US,New Mexico,Wolfcamp,268,296.4,-34.08,4.56,1
amniote,Wichita River near Vernon Crossing,85341,US,Texas,Artinskian,272.3,290.1,-30.23,-0.95,1
amniote,Big Wichita River (Arroyo Fm.),85342,US,Texas,Kungurian,272.3,279.3,-29.01,1.8,1
amniote,Locality FA - Green Nodule Site,85361,US,Texas,Leonard,268,290.1,-30.21,0,1
amniote,Locality FA - Diplocaulus Site,85362,US,Texas,Leonard,268,290.1,-30.21,0,2
amniote,Rio Puerco,85433,US,New Mexico,Wolfcamp,268,296.4,-34.08,4.53,2
amniote,NE Arroyo de Agua,85434,US,New Mexico,Wolfcamp,268,296.4,-34.06,4.54,1
amniote,SE Arroyo de Agua,85435,US,New Mexico,Wolfcamp,268,296.4,-34.07,4.52,1
amniote,NE Socorro,85436,US,New Mexico,Wolfcamp,268,296.4,-35.31,2.97,2
amniote,SE Santa Fe,85437,US,New Mexico,Wolfcamp,268,296.4,-33.78,3.37,1
amniote,Linton,85292,US,Ohio,Westphalian D,306.95,311.45,-18.48,-8.09,3
amniote,Nyrany,84835,CZ,Pilsen,Westphalian D,306.95,311.45,19.67,0.55,5
amniote,Niederhaslich,52522,DE,Saxony,Sakmarian,290.1,295.5,23.3,7.73,3
amniote,Konigin-Carola-Schacht,85474,DE,Saxony,Asselian,295.5,298.9,23.06,7.42,1
amniote,Placerville Localities 3 + 4,85475,US,Colorado,Wolfcamp,268,296.4,-33.86,6.69,1
amniote,Placerville Locality 1,85476,US,Colorado,Wolfcamp,268,296.4,-33.9,6.74,2
amniote,Placerville Locality 2,85477,US,Colorado,Wolfcamp,268,296.4,-33.89,6.74,1
amniote,Placerville Localities 5 + 6,85478,US,Colorado,Wolfcamp,268,296.4,-33.87,6.68,1
amniote,Placerville Localities 7-10,85479,US,Colorado,Wolfcamp,268,296.4,-33.86,6.67,2
amniote,Placerville Localities 11-13,85480,US,Colorado,Wolfcamp,268,296.4,-33.86,6.66,3
amniote,Placerville Locality 15 + 16,85482,US,Colorado,Wolfcamp,268,296.4,-33.85,6.65,2
amniote,Locality KB (Upper Vale Fm.),85551,US,Texas,Kungurian,272.3,279.3,-29.23,1.85,4
amniote,Locality KC (Upper Vale Fm.),85552,US,Texas,Kungurian,272.3,279.3,-29.24,1.84,3
amniote,Locality KE (Upper Vale Fm.),85553,US,Texas,Kungurian,272.3,279.3,-29.21,1.88,1
amniote,Locality KG (Upper Vale Fm.),85554,US,Texas,Kungurian,272.3,279.3,-29.21,1.9,1
amniote,Crooked Creek (Lower Vale Fm.),85556,US,Texas,Kungurian,272.3,279.3,-29.08,1.83,1
amniote,Locality KH (Upper Vale Fm.),85555,US,Texas,Kungurian,272.3,279.3,-29.17,1.9,2
amniote,Cottonwood Creek (Moran Fm.),79163,US,Texas,Asselian,295.5,298.9,-30.65,-2.02,4
amniote,"Perry site 6, bed 16",85567,US,Oklahoma,Leonard,268,290.1,-27.41,1.27,2
amniote,Rito Puerco,80916,US,New Mexico,Wolfcamp,268,296.4,-34.08,4.53,1
amniote,Deep Red Run,85733,US,Oklahoma,Artinskian,272.3,290.1,-29.65,-0.67,5
amniote,Electra (Clyde Fm.),85950,US,Texas,Artinskian,272.3,290.1,-30.02,-0.77,1
amniote,OMNH locality V114,87054,US,Oklahoma,Leonard,268,290.1,-27.42,1.76,4
amniote,Norman,87091,US,Oklahoma,Kungurian,272.3,279.3,-26.92,2.3,1
amniote,Noble,87092,US,Oklahoma,Kungurian,272.3,279.3,-26.91,2.19,1
amniote,Coventry,89649,UK,England,Asselian,295.5,298.9,13.54,6.7,1
amniote,Sao Mateus do Sul,90190,BR,Paraná,Artinskian,279.3,290.1,-31.49,-47.4,1
amniote,Kimberley,90257,ZA,Northern Cape,Artinskian,279.3,290.1,-41.44,-63.64,1
amniote,"Mayro limestone quarry, Tietê",90358,BR,São Paulo,Artinskian,279.3,290.1,-26.55,-45.94,1
amniote,"Irati Formation, PR",90227,BR,Paraná,Artinskian,279.3,290.1,-31.52,-46.98,1
amniote,"Irati Formation, SP",90193,BR,São Paulo,Artinskian,279.3,290.1,-26.66,-45.77,1
amniote,Piracicaba,90226,BR,São Paulo,Artinskian,279.3,290.1,-26.26,-45.63,1
amniote,"Passo Sao Borja, tempestite bed",79927,BR,Rio Grande do Sul,Artinskian,279.3,290.1,-39.28,-49.75,1
amniote,Rio Claro municipality,90429,BR,São Paulo,Artinskian,279.3,290.1,-26.05,-45.44,1
amniote,Villarrica,90832,PY,Guairá,Artinskian,279.3,290.1,-38.41,-44.86,1
amniote,"Joggins; Divison 4, Section XII, coal-group 26",86946,CA,Nova Scotia,Westphalian A,314.6,318.1,-10.29,-13.31,1
amniote,"East side of King's Knob, near Laings Post Office",94802,US,Ohio,Sakmarian,290.1,295.5,-14.9,-2.5,1
amniote,Remigiusberg Quarry,109702,DE,Rhineland-Palatinate,Gzhelian,298.9,303.7,19.03,4.57,1
amniote,E. C. Olson locality near Mitchell Creek,119428,US,Texas,Artinskian,272.3,290.1,-30.29,-0.93,1
amniote,Promontory of Torre del Porticciolo,161206,IT,Sardinia,Artinskian,268.8,290.1,NA,NA,1
amniote,Autunois Bolosauridae,164623,FR,Burgundy,Gzhelian,295.5,303.7,18,1.68,1
amniote,Cape Egmont,171344,CA,Prince Edward Island,Gzhelian,298.9,303.7,-1.95,-0.46,1
amniote,Valley floor of east Camp Quarry,171346,US,New Mexico,Wolfcamp,268,296.4,-34.08,4.53,1
amniote,"Les Tuilieres, Lodeve",171350,FR,Languedoc-Roussillon,Asselian,295.5,298.9,18.1,-1.36,1
amniote,McKnight Road 6 miles north of Pittsburgh,173987,US,Pennsylvania,Missourian,298.9,305.9,-14.93,-3.75,1
amniote,Locality KH Clay Hill site,177000,US,Texas,Kungurian,272.3,279.3,-29.17,1.9,1
amniote,Locality KA Quarry site,177003,US,Texas,Kungurian,272.3,279.3,-29.23,1.84,4
amniote,Locality KD Quarry site,177014,US,Texas,Kungurian,272.3,279.3,-29.23,1.88,1
amniote,Locality KD Weathered Boulder site,177015,US,Texas,Kungurian,272.3,279.3,-29.23,1.88,2
amniote,Locality KJ (Upper Vale Fm.),177017,US,Texas,Kungurian,272.3,279.3,-29.21,1.9,1
amniote,Locality BR (Lower Vale Fm.),177019,US,Texas,Kungurian,272.3,279.3,-29.04,1.64,2
amniote,Taylor County Site 7,67735,US,Texas,Kungurian,272.3,279.3,-30.15,0.6,6
amniote,Blackwood Locality,178738,US,Texas,Kungurian,272.3,279.3,-30.16,0.72,6
amniote,Raney Farm,162676,US,Nebraska,Asselian,295.5,298.9,-25.19,2.48,1
amniote,Arroyo del Agua,179932,US,New Mexico,Wolfcamp,268,296.4,-34.08,4.54,1
amniote,Van der Hoof Quarry,180106,US,New Mexico,Wolfcamp,268,296.4,-34.07,4.5,2
amniote,Anderson Quarry,180382,US,New Mexico,Wolfcamp,268,296.4,-34.1,4.51,3
amniote,Quarry butte,180383,US,New Mexico,Wolfcamp,268,296.4,-34.07,4.5,2
amniote,Welles Quarry (Arroyo del Agua),180384,US,New Mexico,Wolfcamp,268,296.4,-34.07,4.5,2
amniote,"Kounov, Rakovnik District",154179,CZ,,Stephanian B,303.4,304.8,21.74,4.64,3
amniote,"Nazaria, Piaui State",180810,BR,Piaui,Kungurian,272.3,279.3,-11.18,-27.92,1
amniote,UCMP V-2844,180940,US,New Mexico,Wolfcamp,268,296.4,-34.08,4.53,2
amniote,"Badger Creek, Fremont County",180938,US,Colorado,Missourian,303.4,305.9,-34.25,2.44,1
amniote,Elm Grove,177058,US,West Virginia,Virgilian,298.9,303.4,-15.22,-3.49,1
amniote,Jemez Springs,180974,US,New Mexico,Wolfcamp,268,296.4,-34.33,4.24,3
amniote,Coprolite Bonebed,180978,US,Texas,Wolfcamp,268,296.4,-30.04,-1.17,2
amniote,Kammerberg near Manebach,180761,DE,Thuringia,Gzhelian,295.5,303.7,22.37,4.25,1
amniote,"Black Shales of Autun, near Margenne",180981,FR,Burgundy,Artinskian,279.3,290.1,18.56,2.69,1
amniote,Sierra Lucero Locality,180988,US,New Mexico,Sakmarian,279.3,295.5,-35.35,3.52,1
amniote,Pecos River Valley Locality (Sangre de Cristo),180989,US,New Mexico,Gzhelian,290.1,303.7,-35.7,2.91,2
amniote,Pond Creek,180990,US,Oklahoma,Leonard,268,290.1,-27.43,1.65,5
amniote,Waurika Site 1,180991,US,Oklahoma,Leonard,268,290.1,-28.99,-0.33,3
amniote,Locality BW (Lower Vale Fm.),180992,US,Texas,Artinskian,268.8,290.1,-30.44,-0.02,1
amniote,Torre del Porticciolo,180994,IT,Sassari,Gzhelian,290.1,303.7,NA,NA,1
amniote,"Moissey, Jura Dept.",181051,FR,Jura,Autunian,295,298.9,18.93,2.34,1
amniote,SE of Fulda,181054,US,Texas,Artinskian,279.3,290.1,-30.3,-1.05,1
amniote,Cardillo Quarry,181075,US,New Mexico,Wolfcamp,268,296.4,-34.09,4.49,3
amniote,Spanish Queen mine locality,181076,US,New Mexico,Wolfcamp,268,296.4,-34.35,4.22,1
amniote,Tularosa Locality,181077,US,New Mexico,Wolfcamp,268,296.4,-35.51,1.76,4
amniote,Caballo Mountains locality,181037,US,New Mexico,Wolfcamp,268,296.4,-36.29,2.32,1
amniote,Los Pinos Mountains locality,181078,US,New Mexico,Wolfcamp,268,296.4,-35.1,2.98,1
amniote,Pitcairn Locailty,180937,US,Pennsylvania,Missourian,303.4,305.9,-15.75,-5.63,1
amniote,"Golyusherma, PIN 4276",187322,RU,Udmurtia,Ufimian,268,279.5,45.03,27.27,1
amniote,"Ust'-Koin locality, PIN 4416",180620,RU,Komi Republic,Ufimian,268,279.5,39.3,31.14,4
amniote,"""Perm Region"" mines, Syodon biarmicum holotype site",187716,RU,Perm Krai,Ufimian,272.5,279.5,43.81,29.15,1
amniote,"Sidorovy Gory, PIN 4312/1",187932,RU,Udmurt,Ufimian,268,279.5,44.9,28.3,1
amniote,Mngaka River 1,188881,TZ,Ruvuma,Permian,252.17,298.9,7.47,-60.57,1
amniote,Mezhevaya,189304,RU,Udmurtia,Ufimian,268,279.5,45.28,27.98,1
amniote,Beaufort West,189533,ZA,,Permian,252.17,298.9,-43.7,-60.35,1
amniote,Sekretariskraal,189534,ZA,,Permian,252.17,298.9,-42.62,-61.29,1
amniote,Quaggafontein,189535,ZA,,Permian,252.17,298.9,-39.69,-62.2,1
amniote,"Ters-Akkan, PIN 622",189581,,Akmola Obly,Ufimian,272.5,279.5,49.53,22.83,1
amniote,Mngaka River 2,188882,TZ,Ruvuma,Permian,252.17,298.9,7.47,-60.57,1
amniote,Springfontein,190040,ZA,Northern Cape,Permian,252.17,298.9,-43.38,-58.97,1
amniote,Lost,190042,ZA,,Permian,252.17,298.9,-41.17,-59.58,1
amniote,Tafelberg,190043,ZA,,Permian,252.17,298.9,-43.34,-60.14,1
amniote,Reiersvlei Farm,190082,ZA,,Permian,252.17,298.9,-43.23,-59.88,1
amniote,Graaf-Reinet,190134,ZA,,Permian,252.17,298.9,-43.04,-61.98,1
amniote,20 miles northwest of Graaff-Reinet,190136,ZA,,Permian,252.17,298.9,-42.75,-61.71,1
amniote,"Elim, Burghersdorp district",190137,ZA,,Permian,252.17,298.9,-42.13,-62.39,2
amniote,Modderdrift farm,117279,ZA,West Cape,Kungurian,272.3,279.3,-45.3,-60.41,1
amniote,Chemnitz petrified forest,153497,DE,,Sakmarian,279.3,295.5,23.1,7.8,1
amniote,Tlumaczow Quarry tracksite,197201,PL,Lower Silesia,Rotliegendes,254,298.9,27.05,10.89,2
amniote,"Farm Uitkyk, Calvinia District",90345,ZA,Northern Cape,Artinskian,279.3,290.1,-48.22,-59.66,1
amniote,"Old Military Crossing, Whiskey Creek, Wichita River",108766,US,Texas,Artinskian,279.3,290.1,-30.3,-0.95,3
amphibian,El Cobre Canyon,12943,US,New Mexico,Missourian,298.9,305.9,-34.93,2.53,1
amphibian,Broiliellus pocket,13046,US,Texas,Kungurian,272.3,279.3,-28.89,1.8,1
amphibian,Thaxton Ranch,13048,US,Texas,Wolfcamp,268,296.4,-29.58,-1.28,1
amphibian,Briar Creek,13080,US,Texas,Artinskian,279.3,290.1,-30.21,-1.18,8
amphibian,Main Bluff at West Bay,13219,CA,Nova Scotia,Westphalian A,314.6,318.1,-10.26,-13.62,1
amphibian,Platyhystrix pocket Locality,13257,US,Utah,Asselian,290.1,298.9,-35.77,6.4,5
amphibian,OMNH V1005,13947,US,Oklahoma,Virgilian,298.9,303.4,-28.89,-2.47,5
amphibian,Archer City Bonebed 3,22635,US,Texas,Wolfcamp,268,296.4,-30.01,-1.59,2
amphibian,Thrift Bone Bed,22714,US,Texas,Artinskian,279.3,290.1,-29.78,-0.85,4
amphibian,Cowdenbeath Amphibian Bonebed,22726,UK,England,Pendleian,318.1,326.4,0.18,-9.49,9
amphibian,West Coffee Creek,22715,US,Texas,Kungurian,272.3,279.3,-28.93,1.81,1
amphibian,Rowland Site,22716,US,Texas,Kungurian,272.3,279.3,-29.75,1.3,3
amphibian,Parioxys site,22667,US,Texas,Asselian,290.1,298.9,-30.38,-1.97,1
amphibian,Williams Ranch 1,22668,US,Texas,Artinskian,279.3,290.1,-30.27,-1.13,1
amphibian,Williams Ranch 2,22669,US,Texas,Artinskian,279.3,290.1,-30.27,-1.13,1
amphibian,Gray Creek,22670,US,Texas,Kungurian,272.3,279.3,-28.93,1.79,2
amphibian,Indian Creek,22671,US,Texas,Kungurian,272.3,279.3,-28.93,1.79,1
amphibian,South side of Tit Mountain butte,27133,US,Texas,Artinskian,279.3,290.1,-30.18,-1.06,1
amphibian,Risin Spur (Gangamopteris Shales),27263,IN,Kashmir,Asselian,290.1,298.9,61.41,-55.08,5
amphibian,MC-1 (Duncan Formation),27601,US,Oklahoma,Kungurian,268.8,279.3,-26.45,3.46,1
amphibian,Locality KF (Middle Vale Formation),27704,US,Texas,Kungurian,272.3,279.3,-29.19,1.89,6
amphibian,"UCMP 39179, Jemez Canyon (Abo Formation)",28067,US,New Mexico,Wolfcamp,268,296.4,-34.43,4.24,4
amphibian,UCMP V-3440 (Abo Formation),28068,US,New Mexico,Rotliegendes,254,298.9,-33.06,6.75,2
amphibian,"Coal Mine Point; Divison 4, Section XV, coal-group 15",28069,CA,Nova Scotia,Westphalian A,314.6,318.1,-10.29,-13.31,10
amphibian,"Cottonwood Creek, 1 (Putnam Formation)",28119,US,Texas,Sakmarian,290.1,295.5,-30.42,-1.67,1
amphibian,"Elm Creek, 2 (Putnam Formation)",28120,US,Texas,Sakmarian,290.1,295.5,-30.26,-1.62,1
amphibian,"Fireplace, 4 (Putnam Formation)",28122,US,Texas,Sakmarian,290.1,295.5,-30.26,-1.62,2
amphibian,"Three Forks of the Little Wichita, 5 (Putnam Formation)",28123,US,Texas,Sakmarian,290.1,295.5,-30.26,-1.62,3
amphibian,"Shell Point, 6 (Putnam Formation)",28124,US,Texas,Sakmarian,290.1,295.5,-30.26,-1.62,3
amphibian,"Long Creek, 7 (Putnam Formation)",28125,US,Texas,Sakmarian,290.1,295.5,-30.26,-1.62,2
amphibian,"Middle Fork of the Little Wichita, 10 (Admiral Formation)",28141,US,Texas,Artinskian,279.3,290.1,-30.06,-1.3,3
amphibian,"South of Holliday, 11 (Admiral Formation)",28239,US,Texas,Artinskian,279.3,290.1,-30,-1.09,1
amphibian,"Mount Barry, 12 (Admiral Formation)",28142,US,Texas,Artinskian,279.3,290.1,-30,-1.09,7
amphibian,"Godwin Creek, 14 (Admiral Formation)",28150,US,Texas,Artinskian,279.3,290.1,-30.27,-1.17,6
amphibian,"Scalen's, 16 (Belle Plains Formation)",28240,US,Texas,Artinskian,279.3,290.1,-30.18,-1.06,4
amphibian,"Cox's Camp, 17 (Belle Plains Formation)",28143,US,Texas,Artinskian,279.3,290.1,-30.18,-1.06,4
amphibian,"Head of Godwin Creek, 18 (Belle Plains Formation)",28144,US,Texas,Artinskian,279.3,290.1,-30.3,-1.05,1
amphibian,"South of Fulda, 19 (Belle Plains)",28145,US,Texas,Artinskian,279.3,290.1,-30.3,-1.05,7
amphibian,"Slippery Creek, 20 (Belle Plains Formation)",28146,US,Texas,Artinskian,279.3,290.1,-30.18,-1.06,5
amphibian,"Tit Mountain, 21 (Belle Plains Formation)",28238,US,Texas,Artinskian,279.3,290.1,-30.18,-1.06,7
amphibian,"Camp Creek, 22 (Belle Plains Formation)",28147,US,Texas,Artinskian,279.3,290.1,-30.07,-0.98,3
amphibian,"Big Wichita, Cummins, 23 (Belle Plains Formation)",28148,US,Texas,Artinskian,279.3,290.1,-30.3,-1.05,2
amphibian,"Beaver Creek, 24 (Belle Plains Formation)",28149,US,Texas,Artinskian,279.3,290.1,-30.04,-0.97,2
amphibian,"Bluff Bonebed of Udden, 27 (Waggoner Ranch Formation)",28241,US,Texas,Artinskian,272.3,290.1,-29.97,-1.03,4
amphibian,"Coal Creek, 28 (Waggoner Ranch Formation)",28242,US,Texas,Artinskian,272.3,290.1,-30.27,-1,1
amphibian,"Mitchell Creek, 29 (Waggoner Ranch Formation)",28250,US,Texas,Artinskian,272.3,290.1,-30.29,-0.93,3
amphibian,"Whiskey Creek, 30 (Waggoner Ranch Formation)",28251,US,Texas,Kungurian,272.3,279.3,-28.88,1.73,3
amphibian,"Moonshine Creek, 31 (Waggoner Ranch Formation)",28252,US,Texas,Artinskian,272.3,290.1,-30.32,-0.89,3
amphibian,"Military Trail, 32 (Waggoner Ranch Formation)",28253,US,Texas,Artinskian,272.3,290.1,-30.32,-0.89,5
amphibian,"Coffee Creek, 34 (Arroyo Formation)",28256,US,Texas,Kungurian,272.3,279.3,-28.93,1.77,30
amphibian,"Indian Creek, 35 (Arroyo Formation)",28264,US,Texas,Kungurian,272.3,279.3,-28.95,1.77,8
amphibian,"Pony Creek, 36 (Arroyo Formation)",28261,US,Texas,Kungurian,272.3,279.3,-28.88,1.73,4
amphibian,"Gray's Creek, 37 (Arroyo Formation)",28266,US,Texas,Kungurian,272.3,279.3,-28.88,1.73,5
amphibian,"Craddock Bonebed, Brush Creek, 38 (Arroyo Formation)",28267,US,Texas,Kungurian,272.3,279.3,-29,1.73,18
amphibian,"Hog Creek, 39 (Arroyo Formation)",28270,US,Texas,Kungurian,272.3,279.3,-29.02,1.77,6
amphibian,"Table Top Mountain, 40 (Arroyo Formation)",28272,US,Texas,Kungurian,272.3,279.3,-29.05,1.64,6
amphibian,"Crooked Creek, 41 (Arroyo Formation)",28273,US,Texas,Kungurian,272.3,279.3,-29.05,1.8,3
amphibian,"Beaver Creek, 42 (Arroyo Formation)",28275,US,Texas,Kungurian,272.3,279.3,-28.81,1.94,8
amphibian,"Dead Man's Creek, 43 (Arroyo Formation)",28276,US,Texas,Kungurian,272.3,279.3,-29.05,1.64,1
amphibian,"Soap Creek, 44 (Arroyo Formation)",28277,US,Texas,Kungurian,272.3,279.3,-29.05,1.64,2
amphibian,"North Fork of the Little Wichita, 8",28324,US,Texas,Sakmarian,279.3,295.5,-30.08,-1.33,5
amphibian,"Byars, McClain County (""Gearyan strata"")",28394,US,Oklahoma,Wolfcamp,268,296.4,-28.26,-0.85,2
amphibian,"Perdasdefogu Basin Level D, Sardinia",28463,IT,Sardinia,Autunian,252.17,298.9,NA,NA,1
amphibian,"Perdasdefogu Basin Level E, Sardinia",28464,IT,Sardinia,Autunian,252.17,298.9,NA,NA,1
amphibian,"Perdasdefogu Basin Level G, Sardinia",28465,IT,Sardinia,Autunian,252.17,298.9,NA,NA,1
amphibian,One mile north of Ned (Dunkard Series),28466,US,Pennsylvania,Sakmarian,290.1,295.5,-14.52,-2.63,1
amphibian,Geraldine Bonebed,11165,US,Texas,Asselian,290.1,298.9,-30.37,-1.69,5
amphibian,Kinney Brick Quarry macroflora,11323,US,New Mexico,Virgilian,298.9,303.4,-35.49,1.77,1
amphibian,Buxieres-les-Mines (Autunian shales),34797,FR,,Asselian,290.1,298.9,17.46,1.45,2
amphibian,Lake Kemp 1,11149,US,Texas,Artinskian,279.3,290.1,-30.34,-0.95,1
amphibian,Olson Locality Bac (Vale Formation),36571,US,Texas,Kungurian,272.3,279.3,-29.04,1.65,1
amphibian,Sterlitamak - Melosaurus uralensis site,37065,RU,Bashkortostan,Ufimian,268,279.5,48.25,26.68,1
amphibian,Adrasman quarry,38320,TJ,,Rotliegendes,254,298.9,71.9,19.94,2
amphibian,Kinney Clay Pit (USNM coll),49663,US,New Mexico,Kasimovian,303.7,307,-36.67,-0.08,1
amphibian,"Kochov-Novici stratigraphic section, Boskovice Furrow",51265,CZ,,Asselian,290.1,298.9,25.51,6.77,2
amphibian,Niederhaslich,52522,DE,Saxony,Sakmarian,290.1,295.5,23.3,7.73,7
amphibian,"Olivetin, Broumov City, Boheme",58139,CZ,Boheme,Rotliegendes,254,298.9,26.98,10.91,6
amphibian,Richards Spur,67862,US,Oklahoma,Leonard,268,290.1,-28.89,0.32,20
amphibian,South Grandfield,67945,US,Oklahoma,Kungurian,272.3,279.3,-28.41,1.95,10
amphibian,Southwest of Abilene,68171,US,Texas,Kungurian,272.3,279.3,-29.97,0.86,1
amphibian,Goreville,68319,US,Illinois,Arnsbergian,318.1,326.4,-35.6,-18.77,3
amphibian,UCMP V-2814,77412,US,New Mexico,Virgilian,268,303.4,-34.09,4.48,7
amphibian,"Orlando site, Noble Co. (Wellington Fm.)",79402,US,Oklahoma,Artinskian,279.3,290.1,-27.83,0.34,8
amphibian,Norman,79531,US,Oklahoma,Kungurian,272.3,279.3,-26.9,2.21,6
amphibian,Locality KD,12976,US,Texas,Kungurian,272.3,279.3,-29.23,1.88,4
amphibian,Organ Rock Shale,80110,US,Utah,Wolfcamp,268,296.4,-35.74,6.88,4
amphibian,Dominion Coal Co. strip mine No. 7,80111,CA,Nova Scotia,Westphalian C,306.95,314.6,-3.96,-8.17,4
amphibian,Bromacker Quarry (upper level of Tambach sandstone),80112,DE,Thuringia,Artinskian,279.3,290.1,21.71,7.41,12
amphibian,Locality KO (Upper San Angelo Fm.),80717,US,Texas,Kungurian,268.8,279.3,-28.91,3.2,1
amphibian,Union Chapel Mine,81525,US,Alabama,Westphalian,306.95,318.1,-29.2,-15.44,3
amphibian,"Berezovye Polyanki, PIN 4310",84717,RU,Tatarstan,Ufimian,268,279.5,44.62,26.57,1
amphibian,Locality FA - Pipe Site,79601,US,Texas,Leonard,268,290.1,-30.21,0,2
amphibian,"Perry site 6, beds 18+19",84941,US,Oklahoma,Leonard,268,290.1,-27.41,1.27,1
amphibian,McCann Quarry,79815,US,Oklahoma,Leonard,268,290.1,-27.2,1.6,5
amphibian,Trematops locality (Belle Plains Fm.),80741,US,Texas,Artinskian,279.3,290.1,-30.27,-1.09,1
amphibian,South Carnegie Site,80691,US,Oklahoma,Leonard,268,290.1,-28.96,0.59,1
amphibian,Locality KAC (Lower Flowerpot Shale),79600,US,Texas,Kungurian,268.8,279.3,-28.81,3.3,1
amphibian,Locality KP (San Angelo Fm.),80692,US,Texas,Kungurian,268.8,279.3,-28.91,3.21,1
amphibian,"AMNH ?, based on AMNH 4794",80130,US,New Mexico,Wolfcamp,268,296.4,-33.81,4.49,1
amphibian,El Cobre Canyon (Cutler Formation),34761,US,New Mexico,Virgilian,298.9,303.4,-34.62,3.06,9
amphibian,Linton,85292,US,Ohio,Westphalian D,306.95,311.45,-18.48,-8.09,38
amphibian,Lueders Fm. Locality 1,85299,US,Texas,Artinskian,272.3,290.1,-30.3,-0.91,6
amphibian,Lueders Fm. Locality 2,85300,US,Texas,Artinskian,272.3,290.1,-30.32,-0.89,5
amphibian,Lueders Fm. Locality 3,85301,US,Texas,Artinskian,272.3,290.1,-30.3,-0.87,3
amphibian,Nyrany,84835,CZ,Pilsen,Westphalian D,306.95,311.45,19.67,0.55,43
amphibian,Niederkirchen/Westpfalz,85451,DE,Rhineland-Palatinate,Asselian,295.5,298.9,19.79,4.99,5
